Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
A00410,46995,70111.0,Salaried,21,Single,1.0,753,3,0.66,272946,1312016.0,874129,240,Education,Semi-Urban,Undergraduate,Female,Self,No
A00411,121506,,Business,51,Single,4.0,382,3,0.59,353884,1821531.0,916042,12,Personal,Semi-Urban,Undergraduate,Female,Private,No
A00412,197245,3584.0,Self-Employed,49,Single,4.0,488,5,0.22,147703,,1394481,12,Home,Urban,Graduate,Male,Self,No
A00413,194766,,Salaried,29,Married,3.0,762,3,0.58,186905,,596685,36,Education,Semi-Urban,Postgraduate,Male,Govt,Yes
A00414,21021,73207.0,Self-Employed,33,Single,1.0,391,3,0.34,740325,757813.0,598999,12,Personal,Urban,Undergraduate,Male,Govt,No
A00415,152845,,Self-Employed,35,Married,3.0,806,0,0.55,204800,,476026,240,Education,Rural,Graduate,Female,Self,Yes
A00416,192520,,Salaried,30,Single,4.0,484,3,0.47,309289,1148066.0,110341,180,Business,Urban,Graduate,Female,Govt,No
A00417,99736,,Business,45,Married,0.0,517,5,0.14,776861,,937705,36,Education,Semi-Urban,Postgraduate,Male,Govt,No
A00418,81494,,Business,44,Single,2.0,609,3,0.26,591741,222490.0,327323,60,Education,Urban,Postgraduate,Female,Govt,Yes
A00419,83263,,Self-Employed,52,Single,4.0,345,1,0.27,789149,,639301,36,Business,Urban,Postgraduate,Female,Govt,No
A00420,160666,,Salaried,30,Single,3.0,354,1,0.38,246026,818150.0,164435,12,Business,Urban,Postgraduate,Female,Self,No
A00421,162024,,Salaried,30,Married,,804,0,0.62,371586,442494.0,309321,120,Personal,Rural,Undergraduate,Male,Self,Yes
A00422,16081,68945.0,Business,36,Married,3.0,726,0,0.12,714790,,1094614,36,Home,Semi-Urban,Graduate,Male,Govt,Yes
A00423,135647,,Business,38,Single,2.0,764,5,0.68,694969,,1296136,180,Education,Urban,Graduate,Female,Private,No
A00424,29558,97491.0,Self-Employed,45,Married,0.0,860,4,0.24,423233,1120234.0,244093,240,Education,Urban,Postgraduate,Female,Private,Yes
A00425,184651,98639.0,Salaried,52,Single,4.0,423,2,0.32,776635,1350659.0,956721,24,Business,Semi-Urban,Postgraduate,Female,Private,No
A00426,162602,,Business,44,Single,3.0,392,3,0.16,200408,,1337374,180,Education,Rural,Undergraduate,Male,Private,No
A00427,153222,82517.0,Business,48,Single,1.0,597,3,0.69,505811,1309940.0,216059,120,Business,Semi-Urban,Undergraduate,Male,Self,No
A00428,35062,5910.0,Business,47,Married,4.0,822,3,0.31,492227,,248148,12,Home,Rural,Undergraduate,Female,Govt,Yes
A00429,62764,51505.0,Self-Employed,40,Single,1.0,385,3,0.47,620732,,708393,24,Education,Urban,Undergraduate,Female,Self,No
A00430,42873,56858.0,Unemployed,28,Single,2.0,305,3,0.38,185077,,77901,120,Personal,Rural,Undergraduate,Female,Private,No
A00431,37973,16395.0,Business,28,Married,,314,1,0.23,734842,839456.0,83313,24,Business,Rural,Undergraduate,Male,Govt,No
A00432,93883,60742.0,Self-Employed,22,Married,3.0,785,3,0.68,179174,,294231,120,Education,Urban,Postgraduate,Female,Govt,Yes
A00433,102516,1032.0,Unemployed,52,Single,4.0,742,3,0.12,629783,,1263540,120,Business,Urban,Undergraduate,Male,Self,Yes
A00434,19985,,Business,38,Single,3.0,866,0,0.4,442400,2035323.0,1409584,180,Business,Urban,Graduate,Female,Self,Yes
A00435,65384,,Business,53,Single,1.0,748,1,0.65,621204,,510749,36,Business,Semi-Urban,Undergraduate,Female,Private,No
A00436,57474,81506.0,Business,26,Single,0.0,589,5,0.22,511346,591470.0,1448918,240,Business,Semi-Urban,Postgraduate,Male,Govt,No
A00437,160969,6166.0,Self-Employed,43,Single,0.0,667,2,0.58,171309,782806.0,1469620,120,Education,Urban,Undergraduate,Male,Private,No
A00438,82586,,Self-Employed,38,Single,0.0,347,4,0.52,728659,2211691.0,367044,12,Home,Rural,Graduate,Male,Govt,No
A00439,180131,15474.0,Self-Employed,39,Single,1.0,670,1,0.19,535471,2140403.0,975930,12,Education,Semi-Urban,Postgraduate,Male,Govt,Yes
A00440,139168,,Salaried,26,Married,4.0,817,1,0.48,395527,,607875,60,Education,Urban,Postgraduate,Female,Private,Yes
A00441,135259,,Self-Employed,30,Single,1.0,330,3,0.15,757485,2219917.0,70863,60,Home,Semi-Urban,Graduate,Male,Self,No
A00442,30154,,Self-Employed,56,Married,,729,3,0.1,761601,,688211,60,Business,Rural,Graduate,Female,Self,Yes
A00443,105505,,Business,26,Married,4.0,502,2,0.54,568539,,127532,120,Personal,Urban,Graduate,Female,Self,No
A00444,104314,99227.0,Business,55,Married,,323,0,0.54,276256,,1292570,12,Personal,Semi-Urban,Undergraduate,Female,Govt,No
A00445,27512,99163.0,Business,57,Married,2.0,759,2,0.58,480159,1471786.0,60933,36,Personal,Rural,Undergraduate,Male,Self,Yes
A00446,114002,68113.0,Business,54,Single,3.0,407,2,0.16,206908,,1271316,12,Home,Urban,Postgraduate,Male,Private,No
A00447,71304,58479.0,Business,54,Single,,678,5,0.62,621813,,894635,60,Business,Rural,Postgraduate,Female,Govt,No
A00448,52839,66294.0,Self-Employed,50,Single,0.0,796,5,0.52,743747,2202455.0,321340,180,Education,Rural,Postgraduate,Male,Self,Yes
A00449,122117,14461.0,Self-Employed,39,Single,2.0,678,4,0.32,553171,693005.0,134477,60,Home,Urban,Graduate,Female,Govt,Yes
A00450,94996,37156.0,Salaried,52,Single,3.0,487,5,0.14,133270,,54374,120,Personal,Rural,Postgraduate,Female,Private,No
A00451,139578,94376.0,Self-Employed,50,Married,4.0,441,4,0.62,704631,1933555.0,993570,180,Business,Semi-Urban,Graduate,Female,Private,No
A00452,156818,,Salaried,26,Married,1.0,584,5,0.44,746561,,397319,120,Home,Rural,Undergraduate,Male,Private,No
A00453,146763,2446.0,Business,22,Single,3.0,844,1,0.15,220802,,626638,120,Home,Semi-Urban,Graduate,Female,Private,Yes
A00454,62319,54386.0,Self-Employed,45,Married,1.0,840,2,0.43,100446,530854.0,589340,36,Home,Urban,Postgraduate,Female,Self,No
A00455,59352,,Self-Employed,24,Single,3.0,485,0,0.19,413881,,675002,240,Home,Urban,Graduate,Male,Self,No
A00456,168624,,Self-Employed,45,Married,3.0,820,4,0.38,287368,,291343,12,Business,Rural,Graduate,Male,Private,Yes
A00457,160247,76830.0,Business,29,Married,1.0,552,4,0.15,600848,,688819,36,Education,Urban,Undergraduate,Female,Self,No
A00458,133421,5477.0,Self-Employed,39,Single,4.0,775,4,0.66,180512,52277.0,1419563,36,Business,Semi-Urban,Undergraduate,Male,Self,No
A00459,148779,36872.0,Salaried,55,Married,,465,5,0.34,78332,1310968.0,1230867,120,Personal,Semi-Urban,Graduate,Female,Self,No
A00460,104819,,Unemployed,36,Single,0.0,763,2,0.38,342262,1482899.0,1438895,180,Education,Rural,Graduate,Female,Govt,Yes
A00461,17510,88172.0,Business,52,Single,,723,4,0.42,569271,390362.0,873742,12,Personal,Semi-Urban,Undergraduate,Female,Private,No
A00462,61448,91361.0,Self-Employed,44,Single,1.0,427,3,0.55,471173,89272.0,454731,12,Personal,Rural,Graduate,Male,Private,No
A00463,110158,,Self-Employed,59,Single,1.0,804,5,0.17,12482,,488485,120,Education,Rural,Undergraduate,Male,Govt,Yes
A00464,169183,16809.0,Salaried,57,Single,,430,2,0.61,553489,1200614.0,528077,120,Business,Urban,Postgraduate,Male,Private,No
A00465,128389,,Unemployed,54,Married,2.0,424,5,0.63,524647,1566122.0,1028503,60,Business,Semi-Urban,Graduate,Female,Govt,No
A00466,102741,10722.0,Salaried,48,Married,0.0,531,5,0.3,267127,875761.0,206112,60,Business,Urban,Undergraduate,Female,Private,No
A00467,79789,,Business,24,Single,0.0,544,2,0.57,549918,1042974.0,749585,180,Business,Rural,Graduate,Male,Govt,No
A00468,23740,,Business,24,Married,4.0,366,1,0.14,62450,,976770,12,Personal,Semi-Urban,Postgraduate,Male,Self,No
A00469,122769,30554.0,Business,50,Married,3.0,764,3,0.3,655338,2647241.0,947802,120,Personal,Rural,Graduate,Male,Govt,Yes
A00470,18221,78010.0,Business,29,Single,1.0,498,4,0.35,538618,,1386648,24,Education,Urban,Graduate,Male,Private,No
A00471,168229,,Unemployed,55,Single,0.0,618,4,0.46,159569,,355397,120,Education,Urban,Graduate,Male,Private,No
A00472,105129,25612.0,Self-Employed,42,Single,4.0,506,0,0.46,705302,,447107,36,Business,Semi-Urban,Graduate,Male,Private,No
A00473,26060,65002.0,Business,35,Single,,303,5,0.24,494199,2666910.0,532919,60,Education,Semi-Urban,Graduate,Male,Private,No
A00474,17593,,Self-Employed,28,Married,0.0,330,4,0.48,309691,1897205.0,348638,24,Education,Semi-Urban,Graduate,Male,Private,No
A00475,60687,44540.0,Salaried,22,Single,,482,1,0.6,279505,474422.0,419261,240,Home,Semi-Urban,Graduate,Female,Private,No
A00476,77953,,Salaried,60,Married,1.0,475,4,0.19,750476,324213.0,959572,120,Business,Rural,Postgraduate,Female,Self,No
A00477,127601,83380.0,Salaried,58,Single,1.0,347,4,0.3,566479,1283891.0,446575,240,Business,Urban,Undergraduate,Male,Private,No
A00478,188933,80594.0,Self-Employed,45,Married,2.0,471,4,0.4,792623,,1402813,180,Personal,Rural,Undergraduate,Female,Self,No
A00479,144706,,Self-Employed,58,Married,3.0,895,3,0.64,43382,919058.0,1412597,24,Personal,Semi-Urban,Postgraduate,Male,Private,No
A00480,81723,72161.0,Self-Employed,39,Single,3.0,437,0,0.45,549022,1524612.0,982195,60,Business,Semi-Urban,Postgraduate,Female,Private,No
A00481,98105,,Salaried,49,Single,4.0,325,1,0.32,283527,2756814.0,540294,120,Home,Semi-Urban,Graduate,Male,Govt,No
A00482,33703,47216.0,Business,42,Single,1.0,859,1,0.28,712901,,462397,180,Education,Rural,Undergraduate,Female,Govt,Yes
A00483,93505,,Salaried,58,Married,,713,3,0.62,17468,2029728.0,1424281,180,Education,Semi-Urban,Graduate,Female,Self,No
A00484,135953,44650.0,Salaried,48,Single,1.0,620,1,0.61,224765,,925954,120,Education,Semi-Urban,Undergraduate,Male,Private,No
A00485,187713,,Salaried,48,Married,1.0,530,3,0.3,794185,,1488148,24,Personal,Rural,Undergraduate,Female,Private,No
A00486,68531,51201.0,Self-Employed,33,Married,1.0,847,3,0.48,118915,,1045680,12,Education,Urban,Undergraduate,Female,Govt,No
A00487,63940,26083.0,Self-Employed,34,Married,1.0,695,2,0.37,310246,2816436.0,538719,36,Business,Semi-Urban,Graduate,Male,Govt,No
A00488,155627,,Business,34,Single,1.0,370,3,0.59,220667,,322487,120,Personal,Rural,Graduate,Female,Private,No
A00489,67875,975.0,Self-Employed,46,Single,3.0,756,0,0.65,263830,,1318459,120,Home,Rural,Graduate,Female,Self,Yes
A00490,134618,,Business,32,Married,,700,4,0.37,266236,,920428,120,Home,Semi-Urban,Undergraduate,Male,Govt,No
A00491,56400,,Salaried,34,Married,4.0,368,5,0.7,436256,2368711.0,1084918,240,Personal,Semi-Urban,Postgraduate,Male,Private,No
A00492,69361,66330.0,Business,25,Single,1.0,773,0,0.33,733221,,1389800,60,Home,Urban,Postgraduate,Male,Self,Yes
A00493,50777,,Self-Employed,25,Married,3.0,796,3,0.53,580069,2805752.0,223117,240,Personal,Urban,Graduate,Male,Self,Yes
A00494,41349,,Salaried,46,Single,2.0,427,4,0.51,86354,2866022.0,403272,24,Education,Rural,Graduate,Male,Private,No
A00495,197646,6259.0,Self-Employed,40,Married,1.0,699,5,0.13,59961,2559055.0,981107,36,Education,Urban,Graduate,Male,Private,Yes
A00496,22325,,Salaried,25,Single,4.0,496,5,0.53,106295,2835474.0,512564,12,Personal,Semi-Urban,Undergraduate,Male,Self,No
A00497,69295,,Self-Employed,35,Single,0.0,738,0,0.2,116028,,498329,60,Education,Semi-Urban,Graduate,Male,Self,Yes
A00498,87995,,Salaried,34,Married,2.0,344,0,0.69,321181,,912132,12,Personal,Rural,Undergraduate,Female,Self,No
A00499,196854,,Business,41,Single,3.0,479,5,0.11,510550,,1447480,120,Education,Rural,Undergraduate,Male,Govt,No
A00500,20560,80786.0,Self-Employed,48,Single,1.0,616,1,0.18,654871,382984.0,560752,24,Business,Urban,Undergraduate,Male,Govt,No
A00501,171781,,Self-Employed,41,Married,1.0,437,2,0.49,46531,,1399731,240,Personal,Semi-Urban,Graduate,Male,Self,No
A00502,29175,87163.0,Salaried,45,Single,0.0,527,4,0.48,342260,,1143605,24,Home,Rural,Graduate,Male,Govt,No
A00503,39054,22764.0,Salaried,26,Married,3.0,541,4,0.2,765206,,943889,24,Education,Semi-Urban,Postgraduate,Female,Self,No
A00504,67796,,Business,46,Single,1.0,381,2,0.35,180915,,842130,240,Business,Urban,Postgraduate,Female,Govt,No
A00505,93703,78011.0,Self-Employed,32,Single,0.0,866,5,0.37,403930,,589579,36,Education,Rural,Postgraduate,Male,Govt,Yes
A00506,64709,547.0,Self-Employed,44,Single,3.0,812,5,0.68,429206,,1080653,36,Home,Semi-Urban,Graduate,Male,Private,No
A00507,163270,21281.0,Business,43,Single,3.0,746,2,0.52,748575,,1118726,180,Education,Urban,Postgraduate,Male,Private,No
A00508,180400,92610.0,Business,59,Married,0.0,451,2,0.25,719149,,1005191,12,Home,Rural,Undergraduate,Female,Private,No
A00509,168658,10531.0,Business,48,Single,,733,1,0.45,730443,,580309,240,Home,Urban,Undergraduate,Female,Govt,Yes
A00510,85522,98137.0,Business,40,Single,4.0,707,5,0.16,181578,2112436.0,63464,60,Personal,Rural,Postgraduate,Male,Govt,Yes
A00511,113212,24431.0,Salaried,32,Married,1.0,502,3,0.21,120593,1940208.0,1104057,36,Business,Semi-Urban,Undergraduate,Male,Self,No
A00512,58548,,Self-Employed,28,Single,,387,3,0.45,72384,1485089.0,630412,240,Home,Urban,Graduate,Female,Govt,No
A00513,189410,76342.0,Self-Employed,54,Single,4.0,399,1,0.66,398914,,65229,60,Personal,Semi-Urban,Undergraduate,Female,Private,No
A00514,77808,,Business,24,Single,,687,4,0.37,351297,470174.0,796647,240,Education,Urban,Undergraduate,Male,Self,No
A00515,88260,91654.0,Salaried,60,Single,0.0,677,3,0.5,695881,,1489034,180,Personal,Urban,Undergraduate,Female,Self,No
A00516,131472,,Business,60,Married,,709,5,0.69,370254,,220643,60,Personal,Rural,Graduate,Male,Self,Yes
A00517,164918,93934.0,Self-Employed,26,Married,3.0,430,3,0.2,710756,,681973,180,Education,Urban,Graduate,Male,Self,No
A00518,198476,11722.0,Unemployed,22,Single,,745,5,0.23,347360,,386037,12,Education,Rural,Undergraduate,Female,Govt,Yes
A00519,196347,43620.0,Business,25,Single,1.0,889,4,0.49,364898,,1400537,24,Personal,Urban,Postgraduate,Male,Govt,No
A00520,38367,44595.0,Business,44,Married,3.0,418,4,0.29,333594,1644653.0,317213,60,Personal,Semi-Urban,Undergraduate,Male,Self,No
A00521,188996,78855.0,Self-Employed,21,Married,3.0,409,3,0.59,487977,1375090.0,1178882,180,Business,Urban,Undergraduate,Female,Govt,No
A00522,189417,92139.0,Salaried,53,Single,2.0,627,2,0.48,134461,,1494098,180,Business,Urban,Postgraduate,Male,Self,No
A00523,70210,96030.0,Business,52,Single,2.0,353,1,0.69,318630,2815096.0,871680,60,Business,Semi-Urban,Postgraduate,Female,Govt,No
A00524,153371,,Business,33,Married,,589,5,0.29,417900,458187.0,1199260,36,Business,Rural,Graduate,Male,Private,No
A00525,197440,,Business,34,Married,,448,1,0.32,776037,2781490.0,460318,240,Education,Semi-Urban,Postgraduate,Male,Govt,No
A00526,40178,,Business,28,Single,1.0,483,0,0.68,686676,,1130945,12,Home,Urban,Postgraduate,Female,Private,No
A00527,195350,78139.0,Self-Employed,26,Single,0.0,684,5,0.48,686900,,1022394,12,Home,Urban,Graduate,Female,Self,No
A00528,190319,66813.0,Salaried,57,Single,3.0,323,4,0.58,507790,1198085.0,1250893,180,Business,Semi-Urban,Undergraduate,Male,Govt,No
A00529,100256,8322.0,Business,22,Married,1.0,715,5,0.14,588071,,875851,180,Home,Urban,Undergraduate,Male,Govt,Yes
A00530,160416,,Self-Employed,29,Married,0.0,425,0,0.15,221247,2787372.0,1256032,12,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00531,187532,11.0,Self-Employed,54,Single,4.0,607,0,0.18,696176,,665297,36,Education,Rural,Graduate,Male,Govt,Yes
A00532,24629,24651.0,Business,29,Single,0.0,606,1,0.27,583888,,1312788,120,Personal,Semi-Urban,Postgraduate,Male,Private,No
A00533,134555,,Business,30,Married,,735,5,0.7,218660,,1173872,36,Education,Semi-Urban,Graduate,Female,Private,No
A00534,114337,3396.0,Business,28,Married,2.0,379,2,0.14,120333,,1164573,36,Personal,Urban,Graduate,Female,Govt,No
A00535,40676,49434.0,Self-Employed,28,Single,4.0,687,0,0.16,557049,,418535,36,Home,Urban,Graduate,Female,Private,Yes
A00536,62362,,Salaried,29,Single,4.0,788,4,0.49,14958,2930053.0,593290,180,Personal,Urban,Undergraduate,Female,Self,No
A00537,80303,,Self-Employed,49,Married,2.0,768,1,0.27,496431,,792394,180,Home,Semi-Urban,Postgraduate,Female,Govt,Yes
A00538,181376,10416.0,Self-Employed,31,Married,3.0,545,0,0.43,65200,,1256526,180,Education,Semi-Urban,Postgraduate,Male,Private,No
A00539,18643,80777.0,Business,48,Married,4.0,307,5,0.7,791083,1497289.0,1170560,60,Education,Rural,Undergraduate,Male,Govt,No
A00540,34692,48110.0,Salaried,24,Single,,826,2,0.32,524577,1640038.0,936512,24,Home,Semi-Urban,Postgraduate,Female,Private,Yes
A00541,84402,27926.0,Business,34,Single,0.0,882,3,0.66,679206,2212285.0,689253,36,Home,Rural,Postgraduate,Female,Private,No
A00542,107770,14046.0,Salaried,32,Married,4.0,658,5,0.36,376754,87177.0,893197,120,Education,Semi-Urban,Graduate,Female,Govt,No
A00543,55797,,Business,46,Single,0.0,531,3,0.64,318823,,834983,60,Business,Urban,Graduate,Female,Self,No
A00544,128760,,Self-Employed,33,Married,1.0,503,0,0.35,47211,,647478,180,Education,Semi-Urban,Undergraduate,Female,Govt,No
A00545,125387,,Salaried,46,Married,1.0,430,2,0.17,766260,1680948.0,1102473,24,Personal,Rural,Graduate,Male,Govt,No
A00546,192814,,Salaried,51,Married,,308,3,0.56,300932,2088134.0,657055,120,Education,Urban,Postgraduate,Male,Private,No
A00547,198751,,Business,27,Married,1.0,503,3,0.7,645785,809958.0,1103470,12,Education,Semi-Urban,Graduate,Female,Govt,No
A00548,53327,55876.0,Salaried,24,Married,2.0,504,0,0.52,432082,,847657,60,Business,Urban,Undergraduate,Female,Self,No
A00549,28541,39883.0,Salaried,38,Married,0.0,575,2,0.29,751151,1803530.0,786151,12,Home,Rural,Undergraduate,Female,Govt,No
A00550,89794,,Unemployed,32,Married,,403,3,0.28,520151,,579033,120,Education,Semi-Urban,Postgraduate,Female,Self,No
A00551,169379,,Salaried,38,Married,0.0,543,5,0.63,617711,1660819.0,490471,120,Education,Urban,Undergraduate,Female,Govt,No
A00552,34629,,Self-Employed,51,Single,4.0,608,5,0.18,564475,694548.0,473622,36,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00553,32749,,Business,22,Married,,836,4,0.27,633258,1199862.0,400088,24,Business,Semi-Urban,Undergraduate,Male,Govt,Yes
A00554,129752,,Business,46,Married,4.0,875,3,0.1,289682,917904.0,1323429,180,Home,Rural,Postgraduate,Female,Private,Yes
A00555,72759,,Business,31,Married,2.0,865,0,0.28,52828,2287937.0,519614,24,Personal,Urban,Undergraduate,Male,Govt,Yes
A00556,155140,15228.0,Self-Employed,59,Single,2.0,655,5,0.53,345327,,824080,12,Home,Semi-Urban,Graduate,Female,Govt,No
A00557,82105,2049.0,Salaried,37,Single,2.0,691,5,0.59,670117,2584792.0,1363298,24,Business,Urban,Postgraduate,Male,Self,No
A00558,128745,48318.0,Self-Employed,52,Married,,790,0,0.21,486705,826063.0,430661,36,Home,Semi-Urban,Graduate,Male,Private,Yes
A00559,195189,79668.0,Unemployed,25,Married,,371,1,0.16,262167,,944215,240,Home,Rural,Graduate,Female,Private,No
A00560,20430,14422.0,Salaried,36,Married,4.0,344,1,0.58,285658,648257.0,225312,180,Personal,Rural,Graduate,Male,Govt,No
A00561,140940,,Self-Employed,42,Married,0.0,467,2,0.43,167018,1072608.0,1054343,240,Home,Urban,Undergraduate,Female,Govt,No
A00562,149097,54432.0,Self-Employed,22,Married,,301,1,0.31,452883,1666413.0,525372,60,Home,Semi-Urban,Graduate,Male,Govt,No
A00563,41669,,Salaried,42,Single,4.0,378,4,0.46,383004,405695.0,298199,36,Education,Rural,Postgraduate,Male,Self,No
A00564,195135,,Business,38,Married,0.0,656,0,0.59,698875,,1097004,240,Education,Rural,Graduate,Female,Govt,No
A00565,117393,,Salaried,57,Married,3.0,368,0,0.15,767008,1218013.0,946434,36,Personal,Semi-Urban,Postgraduate,Female,Self,No
A00566,123513,,Unemployed,36,Married,3.0,441,5,0.42,443996,,853597,12,Business,Rural,Undergraduate,Male,Self,No
A00567,37872,,Salaried,22,Single,2.0,302,1,0.65,590498,2037791.0,810004,240,Education,Semi-Urban,Postgraduate,Male,Self,No
A00568,125382,31784.0,Business,29,Single,2.0,529,0,0.54,734578,,295861,12,Home,Rural,Undergraduate,Male,Private,No
A00569,170694,20732.0,Self-Employed,30,Married,1.0,450,2,0.44,261949,373235.0,215660,60,Education,Rural,Undergraduate,Female,Private,No
A00570,122878,,Salaried,21,Married,4.0,754,5,0.63,121671,703838.0,651398,24,Home,Semi-Urban,Postgraduate,Female,Self,No
A00571,82647,,Salaried,31,Married,3.0,532,3,0.69,101402,,620063,120,Home,Urban,Postgraduate,Male,Self,No
A00572,161615,79309.0,Self-Employed,41,Single,1.0,779,3,0.2,678071,,1418811,36,Home,Urban,Graduate,Female,Self,Yes
A00573,102941,3676.0,Self-Employed,55,Married,4.0,588,1,0.55,73492,938814.0,273272,24,Home,Urban,Postgraduate,Male,Self,No
A00574,163058,,Self-Employed,41,Married,2.0,346,0,0.55,328595,,245477,240,Business,Rural,Postgraduate,Male,Self,No
A00575,191864,,Unemployed,53,Single,4.0,717,5,0.45,531570,679928.0,261818,240,Home,Semi-Urban,Graduate,Male,Self,Yes
A00576,136400,10322.0,Salaried,30,Single,2.0,537,1,0.37,530986,,387740,36,Business,Urban,Undergraduate,Female,Govt,No
A00577,69741,80004.0,Salaried,52,Single,0.0,456,4,0.43,20667,,254275,60,Personal,Urban,Postgraduate,Male,Govt,No
A00578,88431,,Self-Employed,25,Single,,661,0,0.69,750175,,425780,24,Home,Rural,Postgraduate,Male,Private,Yes
A00579,90137,,Self-Employed,44,Single,2.0,432,3,0.15,659974,,1124746,180,Home,Rural,Undergraduate,Male,Self,No
A00580,79177,91717.0,Salaried,39,Single,3.0,458,0,0.61,170890,,838155,180,Home,Semi-Urban,Postgraduate,Female,Self,No
A00581,155277,60929.0,Self-Employed,27,Single,4.0,387,1,0.3,459153,,882453,60,Education,Rural,Undergraduate,Female,Govt,No
A00582,87974,59582.0,Business,51,Single,0.0,858,1,0.44,676315,,355164,240,Personal,Semi-Urban,Postgraduate,Male,Govt,Yes
A00583,70441,,Self-Employed,32,Single,3.0,576,2,0.34,153622,,225303,120,Education,Rural,Postgraduate,Male,Govt,No
A00584,39232,,Salaried,33,Single,2.0,604,1,0.42,444459,,782485,180,Business,Urban,Undergraduate,Male,Govt,No
A00585,190102,75823.0,Self-Employed,41,Married,,631,5,0.4,162817,1973755.0,79751,60,Personal,Rural,Undergraduate,Male,Private,No
A00586,47956,,Salaried,23,Single,1.0,892,0,0.52,786931,,508485,36,Education,Urban,Undergraduate,Male,Private,Yes
A00587,110366,,Self-Employed,28,Single,4.0,614,4,0.35,685433,,1096752,240,Personal,Urban,Graduate,Female,Private,No
A00588,112811,23186.0,Business,45,Married,0.0,855,3,0.48,696646,,647746,240,Home,Urban,Undergraduate,Male,Self,Yes
A00589,122814,,Salaried,49,Married,3.0,857,0,0.61,614467,,1105625,120,Business,Urban,Graduate,Female,Govt,Yes
A00590,106911,,Self-Employed,44,Single,3.0,705,0,0.63,537216,,519629,180,Education,Urban,Postgraduate,Male,Govt,Yes
A00591,21880,,Self-Employed,59,Married,4.0,831,5,0.25,356367,,715784,180,Business,Urban,Undergraduate,Female,Govt,Yes
A00592,181795,51172.0,Unemployed,54,Married,,712,2,0.53,463648,1018756.0,382280,120,Business,Rural,Postgraduate,Male,Private,Yes
A00593,68415,12223.0,Business,21,Married,4.0,326,3,0.47,627107,691932.0,1368886,60,Home,Rural,Undergraduate,Male,Private,No
A00594,181320,,Self-Employed,35,Single,,491,1,0.54,208244,2295702.0,672691,12,Personal,Urban,Graduate,Male,Self,No
A00595,166874,13555.0,Salaried,28,Married,3.0,770,4,0.64,153725,,274556,240,Personal,Urban,Postgraduate,Male,Private,Yes
A00596,20755,54230.0,Business,25,Single,1.0,798,5,0.63,725724,,491022,24,Personal,Urban,Graduate,Male,Govt,No
A00597,104865,,Salaried,31,Married,4.0,859,0,0.22,782725,1117454.0,1144186,120,Education,Urban,Postgraduate,Male,Govt,Yes
A00598,22732,42931.0,Self-Employed,29,Single,3.0,525,0,0.67,291960,2069871.0,611178,180,Business,Semi-Urban,Undergraduate,Female,Govt,No
A00599,80560,22670.0,Business,27,Single,3.0,587,3,0.58,621121,1356882.0,1273999,60,Business,Rural,Undergraduate,Female,Private,No
A00600,178292,,Salaried,57,Single,4.0,739,1,0.37,397125,2703729.0,790117,60,Personal,Rural,Undergraduate,Female,Private,Yes
A00601,22848,15027.0,Self-Employed,32,Married,2.0,630,3,0.49,262234,354675.0,800244,12,Home,Semi-Urban,Undergraduate,Male,Self,No
A00602,101211,,Business,35,Married,0.0,881,2,0.46,74452,,1227845,120,Personal,Rural,Undergraduate,Male,Self,No
A00603,184415,,Self-Employed,33,Single,0.0,625,2,0.13,57072,,463397,12,Business,Urban,Undergraduate,Female,Self,Yes
A00604,115363,30988.0,Unemployed,57,Married,4.0,591,0,0.6,489202,1242716.0,59745,120,Home,Semi-Urban,Undergraduate,Male,Govt,No
A00605,138179,,Unemployed,41,Single,2.0,608,2,0.4,424791,,775246,180,Business,Semi-Urban,Undergraduate,Male,Private,No
A00606,176998,13466.0,Salaried,21,Married,,529,0,0.24,115242,,340947,240,Personal,Rural,Graduate,Male,Private,Yes
A00607,26292,14523.0,Salaried,37,Married,4.0,611,0,0.26,726338,,740652,60,Home,Urban,Postgraduate,Male,Self,Yes
A00608,123342,,Self-Employed,54,Single,1.0,425,4,0.69,610956,,554414,12,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00609,161411,31768.0,Self-Employed,52,Married,3.0,379,0,0.38,227796,105063.0,176388,12,Personal,Urban,Undergraduate,Female,Private,Yes
A00610,134019,85890.0,Business,29,Married,3.0,816,0,0.62,386308,,508825,24,Home,Semi-Urban,Postgraduate,Male,Self,Yes
A00611,95516,75660.0,Salaried,27,Single,,450,3,0.21,257248,,281104,120,Business,Semi-Urban,Postgraduate,Male,Self,No
A00612,37037,,Self-Employed,46,Single,0.0,517,1,0.13,456777,,1103169,12,Business,Rural,Postgraduate,Male,Private,No
A00613,64663,52781.0,Business,59,Married,0.0,582,4,0.51,548810,1868504.0,1085188,24,Home,Urban,Graduate,Female,Govt,No
A00614,32261,69747.0,Business,60,Single,3.0,582,1,0.23,415945,1697880.0,898422,24,Education,Urban,Postgraduate,Female,Self,No
A00615,171319,37745.0,Business,53,Married,1.0,396,1,0.2,504917,1330622.0,1354676,24,Personal,Semi-Urban,Graduate,Male,Self,No
